relative_path,source_revision,content_sha256,classification,subsystem,source_review_status,reviewed_symbols_or_ranges,test_evidence,runtime_validation_status,issue_references,remaining_review
"scripts/gui-preview/README.md","GUI alignment WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","f36f48d7957766476a7a698fc0f0d59a86dce7b136fc9d3161f50aa8a3da6d6c","isolated preview or current documentation","GUI reference alignment","AUTHOR_CANDIDATE_NOT_REVIEWED","Bounded page 1/page 4 alignment; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-IMPLEMENTATION-2026-09-20.md","7 Node tests; separately 48 browser assertions; docs not runtime","","Owner visual review; font/icon/layout substitutions; unshown designs; no production integration. Final identities external."
"docs/development/reviews/GUI-REFERENCE-ALIGNMENT-IMPLEMENTATION-2026-09-20.md","GUI alignment WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI reference alignment","AUTHOR_CANDIDATE_NOT_REVIEWED","Bounded page 1/page 4 alignment; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-IMPLEMENTATION-2026-09-20.md","7 Node tests; separately 48 browser assertions; docs not runtime","","Owner visual review; font/icon/layout substitutions; unshown designs; no production integration. Final identities external."
"docs/development/CODEX_HANDOFF.md","GUI alignment WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI reference alignment","AUTHOR_CANDIDATE_NOT_REVIEWED","Bounded page 1/page 4 alignment; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-IMPLEMENTATION-2026-09-20.md","7 Node tests; separately 48 browser assertions; docs not runtime","","Owner visual review; font/icon/layout substitutions; unshown designs; no production integration. Final identities external."
"docs/development/NEXT_ACTIONS.md","GUI alignment WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI reference alignment","AUTHOR_CANDIDATE_NOT_REVIEWED","Bounded page 1/page 4 alignment; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-IMPLEMENTATION-2026-09-20.md","7 Node tests; separately 48 browser assertions; docs not runtime","","Owner visual review; font/icon/layout substitutions; unshown designs; no production integration. Final identities external."
"docs/development/OB_STATUS.md","GUI alignment WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI reference alignment","AUTHOR_CANDIDATE_NOT_REVIEWED","Bounded page 1/page 4 alignment; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-IMPLEMENTATION-2026-09-20.md","7 Node tests; separately 48 browser assertions; docs not runtime","","Owner visual review; font/icon/layout substitutions; unshown designs; no production integration. Final identities external."
"docs/development/REVIEW_COVERAGE.csv","GUI alignment WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI reference alignment","AUTHOR_CANDIDATE_NOT_REVIEWED","Bounded page 1/page 4 alignment; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-IMPLEMENTATION-2026-09-20.md","7 Node tests; separately 48 browser assertions; docs not runtime","","Owner visual review; font/icon/layout substitutions; unshown designs; no production integration. Final identities external."
"scripts/gui-preview/app.mjs","GUI skip R1 WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI skip-link R1","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Link-specific focus handler and keyboard regressions; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-REVIEW-FOLLOWUP-2026-09-20.md","7 Node pass; 55 browser checks pass; docs not runtime","R1/P2","Targeted keyboard-navigation recheck; not reviewer-closed or owner-accepted. Exact identities external."
"scripts/gui-preview/browser-check.mjs","GUI skip R1 WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI skip-link R1","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Link-specific focus handler and keyboard regressions; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-REVIEW-FOLLOWUP-2026-09-20.md","7 Node pass; 55 browser checks pass; docs not runtime","R1/P2","Targeted keyboard-navigation recheck; not reviewer-closed or owner-accepted. Exact identities external."
"docs/development/CODEX_HANDOFF.md","GUI skip R1 WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI skip-link R1","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Link-specific focus handler and keyboard regressions; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-REVIEW-FOLLOWUP-2026-09-20.md","7 Node pass; 55 browser checks pass; docs not runtime","R1/P2","Targeted keyboard-navigation recheck; not reviewer-closed or owner-accepted. Exact identities external."
"docs/development/NEXT_ACTIONS.md","GUI skip R1 WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI skip-link R1","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Link-specific focus handler and keyboard regressions; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-REVIEW-FOLLOWUP-2026-09-20.md","7 Node pass; 55 browser checks pass; docs not runtime","R1/P2","Targeted keyboard-navigation recheck; not reviewer-closed or owner-accepted. Exact identities external."
"docs/development/OB_STATUS.md","GUI skip R1 WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI skip-link R1","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Link-specific focus handler and keyboard regressions; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-REVIEW-FOLLOWUP-2026-09-20.md","7 Node pass; 55 browser checks pass; docs not runtime","R1/P2","Targeted keyboard-navigation recheck; not reviewer-closed or owner-accepted. Exact identities external."
"docs/development/REVIEW_COVERAGE.csv","GUI skip R1 WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","","isolated preview or current documentation","GUI skip-link R1","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Link-specific focus handler and keyboard regressions; no backend coverage","reviews/GUI-REFERENCE-ALIGNMENT-REVIEW-FOLLOWUP-2026-09-20.md","7 Node pass; 55 browser checks pass; docs not runtime","R1/P2","Targeted keyboard-navigation recheck; not reviewer-closed or owner-accepted. Exact identities external."
"scripts/gui-preview/app.mjs","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"scripts/gui-preview/browser-check.mjs","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"scripts/gui-preview/fixtures.mjs","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"scripts/gui-preview/index.html","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"scripts/gui-preview/preview.test.mjs","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"scripts/gui-preview/README.md","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"scripts/gui-preview/server.mjs","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"scripts/gui-preview/style.css","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"docs/development/CODEX_HANDOFF.md","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"docs/development/NEXT_ACTIONS.md","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"docs/development/OB_STATUS.md","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"docs/development/REVIEW_COVERAGE.csv","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"docs/development/reviews/GUI-PREVIEW-IMPLEMENTATION-2026-09-19.md","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"docs/development/reviews/GUI-REFERENCE-ALIGNMENT-IMPLEMENTATION-2026-09-20.md","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"docs/development/reviews/GUI-REFERENCE-ALIGNMENT-REVIEW-2026-09-20.md","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"docs/development/reviews/GUI-REFERENCE-ALIGNMENT-REVIEW-FOLLOWUP-2026-09-20.md","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"docs/development/reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","GUI implementation 0a195a80582840c8a79a7dc92be9214f675baf00; evidence commit follows","","isolated preview or textual evidence","GUI milestone acceptance/publication","R1_CLOSED_OWNER_MILESTONE_ACCEPTED","Page 1 shell/Library and page 4 project/Evidence Inspector; same-session GUI review","reviews/GUI-REFERENCE-ALIGNMENT-FOCUSED-RECHECK-2026-09-20.md","Historical closing reviewer: 7 Node/55 browser; publication identity/tree/whitespace checks only","R1 CLOSED","Remote publication pending at record creation; consult external gui-publication-20260920-115158/publication-receipt.md. Disposable-catalog task requires separate authorization and actual published evidence SHA."
"main.go","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"store.go","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"gui_catalog.go","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"gui_catalog_test.go","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"scripts/gui-preview/app.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"scripts/gui-preview/server.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"scripts/gui-preview/catalog-adapter.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"scripts/gui-preview/catalog-ui.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"scripts/gui-preview/preview.test.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"scripts/gui-preview/browser-check.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"scripts/gui-preview/catalog-browser-checks.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"scripts/gui-preview/catalog.test.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"scripts/gui-preview/README.md","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"docs/development/CODEX_HANDOFF.md","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"docs/development/NEXT_ACTIONS.md","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"docs/development/OB_STATUS.md","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"docs/development/REVIEW_COVERAGE.csv","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"docs/development/reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded native catalog preview or evidence","GUI disposable catalog","AUTHOR_CANDIDATE_PENDING_SUBSTANTIVE_REVIEW","Early reader command; pure native decoding; validated snapshot/search/projection and preview controls","reviews/GUI-DISPOSABLE-CATALOG-IMPLEMENTATION-2026-09-20.md","Final Go 17 top pass/20 sub pass/1 scale skip; Node static 7/catalog 4; browser runs separately recorded","","One substantive review; synthetic/read-only slice only. No production/platform/media qualification. Exact identities external."
"gui_catalog.go","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
